region	ring	station	sector	layer	subsector	roll	nstrips_geom	nstrips_noise	eff_mean	eff_min	eff_max	n_dead	eta	phi	rawId
0	1	2	1	2	1	3	84	84	0.971692	0.971692	0.971692	0	0.582227	-0.0352701	637634617
0	1	2	2	1	1	1	90	90	0.977394	0.977394	0.977394	0	0.365045	0.487249	637567161
0	1	2	2	1	1	2	90	90	0.967961	0.967961	0.967961	0	0.509826	0.487249	637599929
0	1	2	2	1	1	3	90	90	0.985344	0.985344	0.985344	0	0.652317	0.487249	637632697
0	1	2	2	2	1	1	84	84	0.947706	0.947706	0.947706	0	0.377273	0.488329	637569209
0	1	2	2	2	1	3	84	84	0.969767	0.969767	0.969767	0	0.582227	0.488329	637634745
0	1	2	3	1	1	1	90	90	0.953077	0.953077	0.953077	0	0.365045	1.01085	637567289
0	1	2	3	1	1	2	90	90	0.953912	0.953912	0.953912	0	0.509826	1.01085	637600057
0	1	2	3	1	1	3	90	90	0.971615	0.971615	0.971615	0	0.652317	1.01085	637632825
0	1	2	3	2	1	1	84	84	0.449022	0.449022	0.449022	0	0.377273	1.01193	637569337
0	1	2	3	2	1	3	84	84	0.933933	0.933933	0.933933	0	0.582227	1.01193	637634873
0	1	2	4	1	1	1	90	90	0.962784	0.962784	0.962784	0	0.41982	1.53445	637567417
0	1	2	4	1	1	2	90	90	0.974722	0.974722	0.974722	0	0.544294	1.53445	637600185
0	1	2	4	1	1	3	90	90	0.976811	0.976811	0.976811	0	0.668372	1.53445	637632953
0	1	2	4	2	1	1	84	84	0.942768	0.942768	0.942768	0	0.428235	1.53553	637569465
0	1	2	4	2	1	3	84	84	0.95296	0.95296	0.95296	0	0.597819	1.53553	637635001
0	1	2	5	1	1	1	90	90	0.965276	0.965276	0.965276	0	0.365045	2.05805	637567545
0	1	2	5	1	1	2	90	90	0.973969	0.973969	0.973969	0	0.509826	2.05805	637600313
0	1	2	5	1	1	3	90	90	0.969524	0.969524	0.969524	0	0.652317	2.05805	637633081
0	1	2	5	2	1	1	84	84	0.959851	0.959851	0.959851	0	0.377273	2.05912	637569593
0	1	2	5	2	1	3	84	84	0.957411	0.957411	0.957411	0	0.582227	2.05912	637635129
0	1	2	6	1	1	1	90	90	0.965225	0.965225	0.965225	0	0.365045	2.58164	637567673
0	1	2	6	1	1	2	90	90	0.965892	0.965892	0.965892	0	0.509826	2.58164	637600441
0	1	2	6	1	1	3	90	90	0.965541	0.965541	0.965541	0	0.652317	2.58164	637633209
0	1	2	6	2	1	1	84	84	0.955384	0.955384	0.955384	0	0.377273	2.58272	637569721
0	1	2	6	2	1	3	84	84	0.967651	0.967651	0.967651	0	0.582227	2.58272	637635257
0	1	2	7	1	1	1	90	90	0.963808	0.963808	0.963808	0	0.365045	3.10524	637567801
0	1	2	7	1	1	2	90	90	0.966757	0.966757	0.966757	0	0.509826	3.10524	637600569
0	1	2	7	1	1	3	90	90	0.980143	0.980143	0.980143	0	0.652317	3.10524	637633337
0	1	2	7	2	1	1	84	84	0.925464	0.925464	0.925464	0	0.377274	3.10632	637569849
0	1	2	7	2	1	3	84	84	0.97546	0.97546	0.97546	0	0.582227	3.10632	637635385
0	1	2	8	1	1	1	90	90	0.969079	0.969079	0.969079	0	0.365045	-2.65434	637567929
0	1	2	8	1	1	2	90	90	0.973165	0.973165	0.973165	0	0.509826	-2.65434	637600697
0	1	2	8	1	1	3	90	90	0.97929	0.97929	0.97929	0	0.652317	-2.65434	637633465
0	1	2	8	2	1	1	84	84	0.970078	0.970078	0.970078	0	0.377273	-2.65326	637569977
0	1	2	8	2	1	3	84	84	0.958495	0.958495	0.958495	0	0.582227	-2.65326	637635513
0	1	2	9	1	1	1	90	90	0.960307	0.960307	0.960307	0	0.365045	-2.13074	637568057
0	1	2	9	1	1	2	90	90	0.971492	0.971492	0.971492	0	0.509826	-2.13074	637600825
0	1	2	9	1	1	3	90	90	0.98524	0.98524	0.98524	0	0.652317	-2.13074	637633593
0	1	2	9	2	1	1	84	84	0.954956	0.954956	0.954956	0	0.377273	-2.12967	637570105
0	1	2	9	2	1	3	84	84	0.97493	0.97493	0.97493	0	0.582227	-2.12967	637635641
0	1	2	10	1	1	1	90	90	0.965348	0.965348	0.965348	0	0.365045	-1.60715	637568185
0	1	2	10	1	1	2	90	90	0.971598	0.971598	0.971598	0	0.509826	-1.60715	637600953
0	1	2	10	1	1	3	90	90	0.975727	0.975727	0.975727	0	0.652317	-1.60715	637633721
0	1	2	10	2	1	1	84	84	0.971311	0.971311	0.971311	0	0.377274	-1.60607	637570233
0	1	2	10	2	1	3	84	84	0.955753	0.955753	0.955753	0	0.582227	-1.60607	637635769
0	1	2	11	1	1	1	90	90	0.956337	0.956337	0.956337	0	0.365045	-1.08355	637568313
0	1	2	11	1	1	2	90	90	0.973927	0.973927	0.973927	0	0.509826	-1.08355	637601081
0	1	2	11	1	1	3	90	90	0.980074	0.980074	0.980074	0	0.652317	-1.08355	637633849
0	1	2	11	2	1	1	84	84	0.967918	0.967918	0.967918	0	0.377273	-1.08247	637570361
0	1	2	11	2	1	3	84	84	0.963336	0.963336	0.963336	0	0.582227	-1.08247	637635897
0	1	2	12	1	1	1	90	90	0.963205	0.963205	0.963205	0	0.365045	-0.559948	637568441
0	1	2	12	1	1	2	90	90	0.885308	0.885308	0.885308	0	0.509826	-0.559948	637601209
0	1	2	12	1	1	3	90	90	0.977922	0.977922	0.977922	0	0.652317	-0.559948	637633977
0	1	2	12	2	1	1	84	84	0.866535	0.866535	0.866535	0	0.377273	-0.558869	637570489
0	1	2	12	2	1	3	84	84	0.881897	0.881897	0.881897	0	0.582227	-0.558869	637636025
0	1	3	1	1	1	1	42	42	0.953004	0.953004	0.953004	0	0.332542	-0.0937211	637567065
0	1	3	1	1	2	1	42	42	0.957589	0.957589	0.957589	0	0.330147	0.153885	637571161
0	1	3	1	1	1	3	42	42	0.975039	0.975039	0.975039	0	0.516563	-0.0937211	637632601
0	1	3	1	1	2	3	42	42	0.966901	0.966901	0.966901	0	0.513015	0.153885	637636697
0	1	3	2	1	1	1	42	42	0.948112	0.948112	0.948112	0	0.332542	0.429878	637567193
0	1	3	2	1	2	1	42	42	0.966397	0.966397	0.966397	0	0.330147	0.677483	637571289
0	1	3	2	1	1	3	42	42	0.971506	0.971506	0.971506	0	0.516563	0.429878	637632729
0	1	3	2	1	2	3	42	42	0.977993	0.977993	0.977993	0	0.513015	0.677483	637636825
0	1	3	3	1	1	1	42	42	0.957111	0.957111	0.957111	0	0.332542	0.953476	637567321
0	1	3	3	1	2	1	42	42	0.96011	0.96011	0.96011	0	0.330147	1.20108	637571417
0	1	3	3	1	1	3	42	42	0.959469	0.959469	0.959469	0	0.516563	0.953476	637632857
0	1	3	3	1	2	3	42	42	0.964503	0.964503	0.964503	0	0.513015	1.20108	637636953
0	1	3	4	1	1	1	42	42	0.799284	0.799284	0.799284	0	0.378001	1.47708	637567449
0	1	3	4	1	2	1	42	42	0.957649	0.957649	0.957649	0	0.375307	1.72468	637571545
0	1	3	4	1	1	3	42	42	0.797444	0.797444	0.797444	0	0.530701	1.47708	637632985
0	1	3	4	1	2	3	42	42	0.972424	0.972424	0.972424	0	0.527072	1.72468	637637081
0	1	3	5	1	1	1	42	42	0.950237	0.950237	0.950237	0	0.332542	2.00067	637567577
0	1	3	5	1	2	1	42	42	0.9261	0.9261	0.9261	0	0.330147	2.24828	637571673
0	1	3	5	1	1	3	42	42	0.974163	0.974163	0.974163	0	0.516563	2.00067	637633113
0	1	3	5	1	2	3	42	42	0.98816	0.98816	0.98816	0	0.513015	2.24828	637637209
0	1	3	6	1	1	1	42	42	0.965943	0.965943	0.965943	0	0.332542	2.52427	637567705
0	1	3	6	1	2	1	42	42	0.961567	0.961567	0.961567	0	0.330147	2.77188	637571801
0	1	3	6	1	1	3	42	42	0.858516	0.858516	0.858516	0	0.516563	2.52427	637633241
0	1	3	6	1	2	3	42	42	0.871966	0.871966	0.871966	0	0.513015	2.77188	637637337
0	1	3	7	1	1	1	42	42	0.93349	0.93349	0.93349	0	0.332542	3.04787	637567833
0	1	3	7	1	2	1	42	42	0.972525	0.972525	0.972525	0	0.330147	-2.98771	637571929
0	1	3	7	1	1	3	42	42	0.952619	0.952619	0.952619	0	0.516563	3.04787	637633369
0	1	3	7	1	2	3	42	42	0.956068	0.956068	0.956068	0	0.513015	-2.98771	637637465
0	1	3	8	1	1	1	42	42	0.973492	0.973492	0.973492	0	0.332542	-2.71171	637567961
0	1	3	8	1	2	1	42	42	0.958001	0.958001	0.958001	0	0.330147	-2.46411	637572057
0	1	3	8	1	1	3	42	42	0.965741	0.965741	0.965741	0	0.516563	-2.71171	637633497
0	1	3	8	1	2	3	42	42	0.974973	0.974973	0.974973	0	0.513015	-2.46411	637637593
0	1	3	9	1	1	1	42	42	0.963544	0.963544	0.963544	0	0.332542	-2.18812	637568089
0	1	3	9	1	2	1	42	42	0.787591	0.787591	0.787591	0	0.330147	-1.94051	637572185
0	1	3	9	1	1	3	42	42	0.704247	0.704247	0.704247	0	0.516563	-2.18812	637633625
0	1	3	9	1	2	3	42	42	0.973331	0.973331	0.973331	0	0.513015	-1.94051	637637721
0	1	3	10	1	1	1	42	42	0.911094	0.911094	0.911094	0	0.332542	-1.66452	637568217
0	1	3	10	1	2	1	42	42	0.958097	0.958097	0.958097	0	0.330147	-1.41691	637572313
0	1	3	10	1	1	3	42	42	0.982043	0.982043	0.982043	0	0.516563	-1.66452	637633753
0	1	3	10	1	2	3	42	42	0.968241	0.968241	0.968241	0	0.513015	-1.41691	637637849
0	1	3	11	1	1	1	42	42	0.946939	0.946939	0.946939	0	0.332542	-1.14092	637568345
0	1	3	11	1	2	1	42	42	0.976272	0.976272	0.976272	0	0.330147	-0.893313	637572441
0	1	3	11	1	1	3	42	42	0.956229	0.956229	0.956229	0	0.516563	-1.14092	637633881
0	1	3	11	1	2	3	42	42	0.97698	0.97698	0.97698	0	0.513015	-0.893313	637637977
0	1	3	12	1	1	1	42	42	0.9459	0.9459	0.9459	0	0.332542	-0.61732	637568473
0	1	3	12	1	2	1	42	42	0.936829	0.936829	0.936829	0	0.330147	-0.369714	637572569
0	1	3	12	1	1	3	42	42	0.903531	0.903531	0.903531	0	0.516563	-0.61732	637634009
0	1	3	12	1	2	3	42	42	0.906754	0.906754	0.906754	0	0.513015	-0.369714	637638105
0	1	4	1	1	1	1	48	48	0.890177	0.890177	0.890177	0	0.276998	-0.265657	637567097
0	1	4	1	1	2	1	48	48	0.934178	0.934178	0.934178	0	0.286785	0.01178	637571193
0	1	4	1	1	1	3	48	48	0.654995	0.654995	0.654995	0	0.433458	-0.265657	637632633
0	1	4	1	1	2	3	48	48	0.947388	0.947388	0.947388	0	0.448224	0.01178	637636729
0	1	4	2	1	1	1	48	48	0.924239	0.924239	0.924239	0	0.276998	0.257941	637567225
0	1	4	2	1	2	1	48	48	0.95187	0.95187	0.95187	0	0.286785	0.535379	637571321
0	1	4	2	1	1	3	48	48	0.92856	0.92856	0.92856	0	0.433458	0.257941	637632761
0	1	4	2	1	2	3	48	48	0.968061	0.968061	0.968061	0	0.448224	0.535379	637636857
0	1	4	3	1	1	1	48	48	0.951665	0.951665	0.951665	0	0.276998	0.78154	637567353
0	1	4	3	1	2	1	48	48	0.919924	0.919924	0.919924	0	0.286785	1.05898	637571449
0	1	4	3	1	1	3	48	48	0.974227	0.974227	0.974227	0	0.433458	0.78154	637632889
0	1	4	3	1	2	3	48	48	0.965698	0.965698	0.965698	0	0.448224	1.05898	637636985
0	1	4	4	1	1	1	36	36	0.951977	0.951977	0.951977	0	0.310103	1.2479	637567481
0	1	4	4	1	2	1	36	36	0.897308	0.897308	0.897308	0	0.324129	1.44968	637571577
0	1	4	4	1	1	3	36	36	0.964783	0.964783	0.964783	0	0.438411	1.2479	637633017
0	1	4	4	1	2	3	36	36	0.957387	0.957387	0.957387	0	0.457619	1.44968	637637113
0	1	4	4	1	3	1	36	36	0.85867	0.85867	0.85867	0	0.324129	1.69191	637575673
0	1	4	4	1	4	1	36	36	0.970782	0.970782	0.970782	0	0.310103	1.8937	637579769
0	1	4	4	1	3	3	36	36	0.874587	0.874587	0.874587	0	0.457619	1.69191	637641209
0	1	4	4	1	4	3	36	36	0.933172	0.933172	0.933172	0	0.438411	1.8937	637645305
0	1	4	5	1	1	1	48	48	0.945442	0.945442	0.945442	0	0.286785	2.08261	637567609
0	1	4	5	1	2	1	48	48	0.932927	0.932927	0.932927	0	0.276998	2.36005	637571705
0	1	4	5	1	1	3	48	48	0.965797	0.965797	0.965797	0	0.448224	2.08261	637633145
0	1	4	5	1	2	3	48	48	0.968723	0.968723	0.968723	0	0.433458	2.36005	637637241
0	1	4	6	1	1	1	48	48	0.953449	0.953449	0.953449	0	0.286785	2.60621	637567737
0	1	4	6	1	2	1	48	48	0.964012	0.964012	0.964012	0	0.276998	2.88365	637571833
0	1	4	6	1	1	3	48	48	0.971956	0.971956	0.971956	0	0.448224	2.60621	637633273
0	1	4	6	1	2	3	48	48	0.967169	0.967169	0.967169	0	0.433458	2.88365	637637369
0	1	4	7	1	1	1	48	48	0.961365	0.961365	0.961365	0	0.286785	3.12981	637567865
0	1	4	7	1	2	1	48	48	0.945742	0.945742	0.945742	0	0.276998	-2.87594	637571961
0	1	4	7	1	1	3	48	48	0.973079	0.973079	0.973079	0	0.448224	3.12981	637633401
0	1	4	7	1	2	3	48	48	0.968895	0.968895	0.968895	0	0.433458	-2.87594	637637497
0	1	4	8	1	2	1	36	36	0.956298	0.956298	0.956298	0	0.279296	-2.38566	637572089
0	1	4	8	1	1	1	48	48	0.587581	0.587581	0.587581	0	0.286785	-2.62977	637567993
0	1	4	8	1	2	3	36	36	0.971538	0.971538	0.971538	0	0.43693	-2.38566	637637625
0	1	4	8	1	1	3	48	48	0.709093	0.709093	0.709093	0	0.448224	-2.62977	637633529
0	1	4	9	1	1	1	48	48	0.957126	0.957126	0.957126	0	0.285827	-2.08591	637568121
0	1	4	9	1	1	3	48	48	0.972082	0.972082	0.972082	0	0.446781	-2.08591	637633657
0	1	4	10	1	1	1	60	60	0.927193	0.927193	0.927193	0	0.281835	-1.7597	637568249
0	1	4	10	1	1	3	60	60	0.423687	0.423687	0.423687	0	0.440762	-1.7597	637633785
0	1	4	10	1	2	1	60	60	0.958061	0.958061	0.958061	0	0.281835	-1.38189	637572345
0	1	4	10	1	2	3	60	60	0.97352	0.97352	0.97352	0	0.440762	-1.38189	637637881
0	1	4	11	1	1	1	48	48	0.946162	0.946162	0.946162	0	0.285827	-1.05564	637568377
0	1	4	11	1	1	3	48	48	0.972299	0.972299	0.972299	0	0.446781	-1.05564	637633913
0	1	4	12	1	1	1	36	36	0.952378	0.952378	0.952378	0	0.279296	-0.755931	637568505
0	1	4	12	1	2	1	48	48	0.768503	0.768503	0.768503	0	0.286785	-0.511819	637572601
0	1	4	12	1	1	3	36	36	0.969649	0.969649	0.969649	0	0.43693	-0.755931	637634041
0	1	4	12	1	2	3	48	48	0.876509	0.876509	0.876509	0	0.448224	-0.511819	637638137
0	2	1	1	1	1	1	90	90	0.96496	0.96496	0.96496	0	0.972084	0.0906435	637567005
0	2	1	1	1	1	3	90	90	0.974104	0.974104	0.974104	0	1.15268	0.0906435	637632541
0	2	1	1	2	1	1	84	84	0.58774	0.58774	0.58774	0	0.913315	0.0736394	637569053
0	2	1	1	2	1	3	84	84	0.871582	0.871582	0.871582	0	1.08822	0.0736394	637634589
0	2	1	2	1	1	1	90	90	0.963919	0.963919	0.963919	0	0.972084	0.614242	637567133
0	2	1	2	1	1	3	90	90	0.976823	0.976823	0.976823	0	1.15268	0.614242	637632669
0	2	1	2	2	1	1	84	84	0.983104	0.983104	0.983104	0	0.913315	0.597238	637569181
0	2	1	2	2	1	3	84	84	0.985831	0.985831	0.985831	0	1.08822	0.597238	637634717
0	2	1	3	1	1	1	90	90	0.973478	0.973478	0.973478	0	0.972084	1.13784	637567261
0	2	1	3	1	1	3	90	90	0.97337	0.97337	0.97337	0	1.15268	1.13784	637632797
0	2	1	3	2	1	1	84	84	0.984204	0.984204	0.984204	0	0.913315	1.12084	637569309
0	2	1	3	2	1	3	84	84	0.98584	0.98584	0.98584	0	1.08822	1.12084	637634845
0	2	1	4	1	1	1	90	90	0.970724	0.970724	0.970724	0	0.972084	1.66144	637567389
0	2	1	4	1	1	3	90	90	0.986237	0.986237	0.986237	0	1.15268	1.66144	637632925
0	2	1	4	2	1	1	84	84	0.986162	0.986162	0.986162	0	0.913315	1.64444	637569437
0	2	1	4	2	1	3	84	84	0.980235	0.980235	0.980235	0	1.08822	1.64444	637634973
0	2	1	5	1	1	1	90	90	0.978032	0.978032	0.978032	0	0.972084	2.18504	637567517
0	2	1	5	1	1	3	90	90	0.974253	0.974253	0.974253	0	1.15268	2.18504	637633053
0	2	1	5	2	1	1	84	84	0.960022	0.960022	0.960022	0	0.913315	2.16803	637569565
0	2	1	5	2	1	3	84	84	0.988241	0.988241	0.988241	0	1.08822	2.16803	637635101
0	2	1	6	1	1	1	90	90	0.969256	0.969256	0.969256	0	0.972084	2.70864	637567645
0	2	1	6	1	1	3	90	90	0.974377	0.974377	0.974377	0	1.15268	2.70864	637633181
0	2	1	6	2	1	1	84	84	0.977119	0.977119	0.977119	0	0.913315	2.69163	637569693
0	2	1	6	2	1	3	84	84	0.979971	0.979971	0.979971	0	1.08822	2.69163	637635229
0	2	1	7	1	1	1	90	90	0.968598	0.968598	0.968598	0	0.972084	-3.05095	637567773
0	2	1	7	1	1	3	90	90	0.985353	0.985353	0.985353	0	1.15268	-3.05095	637633309
0	2	1	7	2	1	1	84	84	0.944839	0.944839	0.944839	0	0.913315	-3.06795	637569821
0	2	1	7	2	1	3	84	84	0.972271	0.972271	0.972271	0	1.08822	-3.06795	637635357
0	2	1	8	1	1	1	90	90	0.96334	0.96334	0.96334	0	0.972084	-2.52735	637567901
0	2	1	8	1	1	3	90	90	0.974356	0.974356	0.974356	0	1.15268	-2.52735	637633437
0	2	1	8	2	1	1	84	84	0.972264	0.972264	0.972264	0	0.913315	-2.54435	637569949
0	2	1	8	2	1	3	84	84	0.985641	0.985641	0.985641	0	1.08822	-2.54435	637635485
0	2	1	9	1	1	1	90	90	0.699035	0.699035	0.699035	0	0.972084	-2.00375	637568029
0	2	1	9	1	1	3	90	90	0.591977	0.591977	0.591977	0	1.15268	-2.00375	637633565
0	2	1	9	2	1	1	84	84	0.915344	0.915344	0.915344	0	0.913315	-2.02076	637570077
0	2	1	9	2	1	3	84	84	0.981741	0.981741	0.981741	0	1.08822	-2.02076	637635613
0	2	1	10	1	1	1	90	90	0.965605	0.965605	0.965605	0	0.972084	-1.48015	637568157
0	2	1	10	1	1	3	90	90	0.973232	0.973232	0.973232	0	1.15268	-1.48015	637633693
0	2	1	10	2	1	1	84	84	0.980134	0.980134	0.980134	0	0.913315	-1.49716	637570205
0	2	1	10	2	1	3	84	84	0.973644	0.973644	0.973644	0	1.08822	-1.49716	637635741
0	2	1	11	1	1	1	90	90	0.965887	0.965887	0.965887	0	0.972084	-0.956554	637568285
0	2	1	11	1	1	3	90	90	0.97389	0.97389	0.97389	0	1.15268	-0.956554	637633821
0	2	1	11	2	1	1	84	84	0.945404	0.945404	0.945404	0	0.913315	-0.973558	637570333
0	2	1	11	2	1	3	84	84	0.925353	0.925353	0.925353	0	1.08822	-0.973558	637635869
0	2	1	12	1	1	1	90	90	0.915032	0.915032	0.915032	0	0.972084	-0.432955	637568413
0	2	1	12	1	1	3	90	90	0.981182	0.981182	0.981182	0	1.15268	-0.432955	637633949
0	2	1	12	2	1	1	84	84	0.975281	0.975281	0.975281	0	0.913315	-0.449959	637570461
0	2	1	12	2	1	3	84	84	0.979571	0.979571	0.979571	0	1.08822	-0.449959	637635997
0	2	2	1	2	1	1	84	84	0.956098	0.956098	0.956098	0	0.770793	-0.0352701	637569085
0	2	2	1	2	1	2	84	84	0.766417	0.766417	0.766417	0	0.8799	-0.0352701	637601853
0	2	2	1	2	1	3	84	84	0.979561	0.979561	0.979561	0	0.986347	-0.0352701	637634621
0	2	2	1	1	1	1	90	90	0.965887	0.965887	0.965887	0	0.845445	-0.0363495	637567037
0	2	2	1	1	1	3	90	90	0.960372	0.960372	0.960372	0	1.01305	-0.0363495	637632573
0	2	2	2	2	1	1	84	84	0.981289	0.981289	0.981289	0	0.770793	0.488329	637569213
0	2	2	2	2	1	2	84	84	0.956057	0.956057	0.956057	0	0.8799	0.488329	637601981
0	2	2	2	2	1	3	84	84	0.985711	0.985711	0.985711	0	0.986347	0.488329	637634749
0	2	2	2	1	1	1	90	90	0.962891	0.962891	0.962891	0	0.845445	0.487249	637567165
0	2	2	2	1	1	3	90	90	0.956494	0.956494	0.956494	0	1.01305	0.487249	637632701
0	2	2	3	2	1	1	84	84	0.982495	0.982495	0.982495	0	0.770793	1.01193	637569341
0	2	2	3	2	1	2	84	84	0.954765	0.954765	0.954765	0	0.8799	1.01193	637602109
0	2	2	3	2	1	3	84	84	0.95862	0.95862	0.95862	0	0.986347	1.01193	637634877
0	2	2	3	1	1	1	90	90	0.971837	0.971837	0.971837	0	0.845445	1.01085	637567293
0	2	2	3	1	1	3	90	90	0.977465	0.977465	0.977465	0	1.01305	1.01085	637632829
0	2	2	4	2	1	1	84	84	0.968494	0.968494	0.968494	0	0.770793	1.53553	637569469
0	2	2	4	2	1	2	84	84	0.964779	0.964779	0.964779	0	0.8799	1.53553	637602237
0	2	2	4	2	1	3	84	84	0.985584	0.985584	0.985584	0	0.986347	1.53553	637635005
0	2	2	4	1	1	1	90	90	0	0	0	90	0.845445	1.53445	637567421
0	2	2	4	1	1	3	90	90	0	0	0	90	1.01305	1.53445	637632957
0	2	2	5	2	1	1	84	84	0.957029	0.957029	0.957029	0	0.770793	2.05912	637569597
0	2	2	5	2	1	2	84	84	0.957918	0.957918	0.957918	0	0.8799	2.05912	637602365
0	2	2	5	2	1	3	84	84	0.966951	0.966951	0.966951	0	0.986347	2.05912	637635133
0	2	2	5	1	1	1	90	90	0.959596	0.959596	0.959596	0	0.845445	2.05805	637567549
0	2	2	5	1	1	3	90	90	0.9714	0.9714	0.9714	0	1.01305	2.05805	637633085
0	2	2	6	2	1	1	84	84	0.971106	0.971106	0.971106	0	0.770793	2.58272	637569725
0	2	2	6	2	1	2	84	84	0.943127	0.943127	0.943127	0	0.8799	2.58272	637602493
0	2	2	6	2	1	3	84	84	0.912956	0.912956	0.912956	0	0.986347	2.58272	637635261
0	2	2	6	1	1	1	90	90	0.972218	0.972218	0.972218	0	0.845445	2.58164	637567677
0	2	2	6	1	1	3	90	90	0.97007	0.97007	0.97007	0	1.01305	2.58164	637633213
0	2	2	7	2	1	1	84	84	0.974585	0.974585	0.974585	0	0.770793	3.10632	637569853
0	2	2	7	2	1	2	84	84	0.971083	0.971083	0.971083	0	0.8799	3.10632	637602621
0	2	2	7	2	1	3	84	84	0.885846	0.885846	0.885846	0	0.986347	3.10632	637635389
0	2	2	7	1	1	1	90	90	0.968437	0.968437	0.968437	0	0.845445	3.10524	637567805
0	2	2	7	1	1	3	90	90	0.977011	0.977011	0.977011	0	1.01305	3.10524	637633341
0	2	2	8	2	1	1	84	84	0.908699	0.908699	0.908699	0	0.770793	-2.65326	637569981
0	2	2	8	2	1	2	84	84	0.765923	0.765923	0.765923	0	0.8799	-2.65326	637602749
0	2	2	8	2	1	3	84	84	0.91141	0.91141	0.91141	0	0.986347	-2.65326	637635517
0	2	2	8	1	1	1	90	90	0.963883	0.963883	0.963883	0	0.845445	-2.65434	637567933
0	2	2	8	1	1	3	90	90	0.96536	0.96536	0.96536	0	1.01305	-2.65434	637633469
0	2	2	9	2	1	1	84	84	0.964583	0.964583	0.964583	0	0.770793	-2.12967	637570109
0	2	2	9	2	1	2	84	84	0.95025	0.95025	0.95025	0	0.8799	-2.12967	637602877
0	2	2	9	2	1	3	84	84	0.975472	0.975472	0.975472	0	0.986347	-2.12967	637635645
0	2	2	9	1	1	1	90	90	0.970879	0.970879	0.970879	0	0.845445	-2.13074	637568061
0	2	2	9	1	1	3	90	90	0.967786	0.967786	0.967786	0	1.01305	-2.13074	637633597
0	2	2	10	2	1	1	84	84	0.976324	0.976324	0.976324	0	0.770793	-1.60607	637570237
0	2	2	10	2	1	2	84	84	0.968532	0.968532	0.968532	0	0.8799	-1.60607	637603005
0	2	2	10	2	1	3	84	84	0.73628	0.73628	0.73628	0	0.986347	-1.60607	637635773
0	2	2	10	1	1	1	90	90	0.944931	0.944931	0.944931	0	0.845445	-1.60715	637568189
0	2	2	10	1	1	3	90	90	0.983261	0.983261	0.983261	0	1.01305	-1.60715	637633725
0	2	2	11	2	1	1	84	84	0.979872	0.979872	0.979872	0	0.770793	-1.08247	637570365
0	2	2	11	2	1	2	84	84	0.92633	0.92633	0.92633	0	0.8799	-1.08247	637603133
0	2	2	11	2	1	3	84	84	0.974146	0.974146	0.974146	0	0.986347	-1.08247	637635901
0	2	2	11	1	1	1	90	90	0.977228	0.977228	0.977228	0	0.845445	-1.08355	637568317
0	2	2	11	1	1	3	90	90	0.959848	0.959848	0.959848	0	1.01305	-1.08355	637633853
0	2	2	12	2	1	1	84	84	0.96908	0.96908	0.96908	0	0.770793	-0.558869	637570493
0	2	2	12	2	1	2	84	84	0.942756	0.942756	0.942756	0	0.8799	-0.558869	637603261
0	2	2	12	2	1	3	84	84	0.978944	0.978944	0.978944	0	0.986347	-0.558869	637636029
0	2	2	12	1	1	1	90	90	0.962319	0.962319	0.962319	0	0.845445	-0.559948	637568445
0	2	2	12	1	1	3	90	90	0.952067	0.952067	0.952067	0	1.01305	-0.559948	637633981
0	2	3	1	1	1	1	42	42	0.964459	0.964459	0.964459	0	0.715282	-0.0937211	637567069
0	2	3	1	1	2	1	42	42	0.973392	0.973392	0.973392	0	0.710695	0.153885	637571165
0	2	3	1	1	1	3	42	42	0.957308	0.957308	0.957308	0	0.866442	-0.0937211	637632605
0	2	3	1	1	2	3	42	42	0.948063	0.948063	0.948063	0	0.861213	0.153885	637636701
0	2	3	2	1	1	1	42	42	0.966234	0.966234	0.966234	0	0.715282	0.429878	637567197
0	2	3	2	1	2	1	42	42	0.966638	0.966638	0.966638	0	0.710695	0.677483	637571293
0	2	3	2	1	1	3	42	42	0.96577	0.96577	0.96577	0	0.866442	0.429878	637632733
0	2	3	2	1	2	3	42	42	0.972817	0.972817	0.972817	0	0.861213	0.677483	637636829
0	2	3	3	1	1	1	42	42	0.962805	0.962805	0.962805	0	0.715282	0.953476	637567325
0	2	3	3	1	2	1	42	42	0.969608	0.969608	0.969608	0	0.710695	1.20108	637571421
0	2	3	3	1	1	3	42	42	0.969374	0.969374	0.969374	0	0.866442	0.953476	637632861
0	2	3	3	1	2	3	42	42	0.97304	0.97304	0.97304	0	0.861213	1.20108	637636957
0	2	3	4	1	1	1	42	42	0.973913	0.973913	0.973913	0	0.715282	1.47708	637567453
0	2	3	4	1	2	1	42	42	0.967841	0.967841	0.967841	0	0.710695	1.72468	637571549
0	2	3	4	1	1	3	42	42	0.981557	0.981557	0.981557	0	0.866442	1.47708	637632989
0	2	3	4	1	2	3	42	42	0.977808	0.977808	0.977808	0	0.861213	1.72468	637637085
0	2	3	5	1	1	1	42	42	0.949468	0.949468	0.949468	0	0.715282	2.00067	637567581
0	2	3	5	1	2	1	42	42	0.966627	0.966627	0.966627	0	0.710695	2.24828	637571677
0	2	3	5	1	1	3	42	42	0.974455	0.974455	0.974455	0	0.866442	2.00067	637633117
0	2	3	5	1	2	3	42	42	0.968503	0.968503	0.968503	0	0.861213	2.24828	637637213
0	2	3	6	1	1	1	42	42	0.966417	0.966417	0.966417	0	0.715282	2.52427	637567709
